id	text	title
1108	command takes various subcommands , different options depending subcommand : git bisect start [ -- term- { new , bad } = & lt ; term & gt ; -- term- { old , good } = & lt ; term & gt ; ] [ -- no-checkout ] [ -- first-parent ] [ & lt ; bad & gt	git-bisect
1109	convmv meant help convert single filename , directory tree contained files whole filesystem different encoding . converts filenames , content files . special feature convmv also takes care symlinks , also converts symlink target pointer case symlink target converted , . comes handy one wants switch old 8-bit locales UTF-8 locales . also possible convert directories UTF-8 already partly UTF-8	convmv
1110	gml2gv converts graph specified GML format graph GV ( formerly DOT ) format . gv2gml converts graph specified GV format graph GML format .	gv2gml
1111	genrsa command generates RSA private key .	openssl-genrsa
1112	bup program making backups files using git file format . Unlike git ( 1 ) , bup optimized handling huge data sets including individual large files ( virtual machine images ) . However , backup set created , still accessed using git tools . individual bup subcommands appear man pages .	bup
1113	Speedtest.net web service testing broadband connection downloading file nearby speedtest.net server web . tool allows access service command line . Speedtest mini version Speedtest.net server host locally .	speedtest-cli
1114	jstack prints Java stack traces Java threads given Java process core file remote debug server . Java frame , full class name , method name , 'bci ' ( byte code index ) line number , available , printed . -m option , jstack prints Java native frames threads along 'pc ' ( program counter ) . native frame ,	jstack
1115	Redis key-value database . similar memcached dataset volatile datatypes ( lists sets ) natively supported . redis-cli provides simple command-line interface Redis server .	redis-cli
1116	Shell builtin commands commands executed within running shell 's process . Note , case csh ( 1 ) builtin commands , command executed subshell occurs component pipeline except last . command specified shell contains slash ‘ / ’ , shell execute builtin command , even last component specified command matches name builtin command . Thus , specifying “ echo ”	while
1117	pass-otp extends pass ( 1 ) utility otp command adding OTP secrets , generating OTP codes , displaying secret key URIs using standard otpauth : // scheme . COMMAND specified , COMMAND defaults code .	pass-otp
1118	nload console application monitors network traffic bandwidth usage real time . visualizes in- outgoing traffic using two graphs provides additional info like total amount transfered data min/max network usage .	nload
1119	mpc command-line client Music Player Daemon ( MPD ) . connects MPD controls according commands arguments passed . command given , current status printed ( `` mpc status '' ) .	mpc
1120	protoc compiler protocol buffers definitions files . generate C++ , Java Python source code classes defined PROTO_FILE .	protoc
1121	user operand provided , id utility shall write user group IDs corresponding user group names invoking process standard output . effective real IDs match , shall written . multiple groups supported underlying system ( see description { NGROUPS_MAX } System Interfaces volume POSIX.1‐2017 ) , supplementary group affiliations invoking process shall also written . user operand provided process appropriate privileges	id
1122	eslint [ options ] file.js [ file.js ] [ dir ] Basic configuration : -- no-eslintrc Disable use configuration .eslintrc . * -c , -- config path : :String Use configuration , overriding .eslintrc . * config options present -- env [ String ] Specify environments -- ext [ String ] Specify JavaScript file extensions - default : .js --	eslint
1123	Dune build system designed OCaml projects . focuses providing user consistent experience takes care low-level details OCaml compilation . provide description project Dune rest . scheme implements inspired one used inside Jane Street adapted open source world . matured long time used daily hundreds developers , means highly tested productive .	dune
1124	grep searches PATTERNS FILE . PATTERNS one patterns separated newline characters , grep prints line matches pattern . Typically PATTERNS quoted grep used shell command . FILE “ - ” stands standard input . FILE given , recursive searches examine working directory , nonrecursive searches read standard input .	grep
1125	Image Settings : -adjoin join images single multi-image file -border include window border output image -colorspace type alternate image colorspace -comment string annotate image comment -compress type type pixel compression writing image -define format : option define one image format options -density geometry horizontal vertical density image -depth value image depth -descend obtain image descending window hierarchy -display server X	import
1126	Look specified patterns tracked files work tree , blobs registered index file , blobs given tree objects . Patterns lists one search expressions separated newline characters . empty string search expression matches lines .	git-grep
1127	spfquery checks given set e-mail parameters ( e.g. , SMTP sender 's IP address ) matches responsible domain 's Sender Policy Framework ( SPF ) policy . information SPF see & lt ; http : //www.openspf.org & gt ; . Preferred Usage following usage forms preferred legacy forms used older spfquery versions : -- identity form checks given ip-address authorized	spfquery
1128	Guetzli JPEG encoder aims excellent compression density high visual quality . Guetzli-generated images typically 20-30 % smaller images equivalent quality generated libjpeg . Guetzli generates sequential ( nonprogressive ) JPEGs due faster decompression speeds offer .	guetzli
1129	system calls used wait state changes child calling process , obtain information child whose state changed . state change considered : child terminated ; child stopped signal ; child resumed signal . case terminated child , performing wait allows system release resources associated child ; wait performed , terminated child remains `` zombie '' state ( see NOTES ) .	wait
1130	Process macros FILEs . FILE FILE ` - ' , standard input read . Mandatory optional arguments long options mandatory optional short options . Operation modes : -- help display help exit -- version output version information exit -E , -- fatal-warnings : warnings become errors , twice : stop execution first error -i , -- interactive unbuffer output ,	m4
1131	7-Zip file archiver highest compression ratio . program supports 7z ( implements LZMA compression algorithm ) , ZIP , CAB , ARJ , GZIP , BZIP2 , TAR , CPIO , RPM DEB formats . Compression ratio new 7z format 30-50 % better ratio ZIP format . 7z uses plugins handle archives .	7z
1132	Create , unpack , manipulate `` bundle '' files . Bundles used `` offline '' transfer Git objects without active `` server '' sitting side network connection . used create incremental full backups repository , relay state references one repository another . Git commands fetch otherwise `` read '' via protocols ssh : // https : // also operate bundle	git-bundle
1133	mdp command-line program allows make elegant presentations markdown formatted FILEs . easy write presentation content text editor preference launch presentation command-line .	mdp
1134	Run tasks optimize Git repository data , speeding Git commands reducing storage requirements repository . Git commands add repository data , git add git fetch , optimized responsive user experience . commands take time optimize Git data , since optimizations scale full size repository user commands perform relatively small action . git maintenance command provides flexibility optimize Git repository .	git-maintenance
1135	Shadowsocks-libev lightweight secure socks5 proxy . port original shadowsocks created clowwindy . Shadowsocks-libev written pure C takes advantage libev achieve high performance low resource consumption . Shadowsocks-libev consists five components . ss-local ( 1 ) works standard socks5 proxy local machines proxy TCP traffic . information , check shadowsocks-libev ( 8 ) .	ss-local
1136	“ Name & lt ; user @ host & gt ; ” “ & lt ; user @ host & gt ; ” command-line standard input ( using -- stdin ) , look person ’ canonical name email address ( see `` Mapping Authors '' ) . found , print ; otherwise print input as-is .	git-check-mailmap
1137	manual page documents briefly VLC multimedia player server .	vlc
1138	Generate SQL statements CSV file execute statements directly database . latter case supports creating tables inserting data : usage : csvsql [ -h ] [ -d DELIMITER ] [ -t ] [ -q QUOTECHAR ] [ -u { 0,1,2,3 } ] [ -b ] [ -p ESCAPECHAR ] [ -z FIELD_SIZE_LIMIT ] [ -e ENCODING ] [ -L LOCALE ]	csvsql
1139	logger makes entries system log . optional message argument present , written log . present , -f option given either , standard input logged .	logger
1140	manual page documents briefly alex command . manual page written Debian GNU/Linux distribution original program manual page . Instead , documentation various formats , including DVI , Info HTML ; see . Alex lexical analyser generator system Haskell . similar tool lex flex C/C++ . Input files expected form file.x alex produce output file.y Caveat : using hbc ( Chalmers	alex
1141	whois searches object RFC 3912 database . version whois client tries guess right server ask specified object . guess made connect whois.networksolutions.com NIC handles whois.arin.net IPv4 addresses network names .	whois
1142	nslookup program query Internet domain name servers . nslookup two modes : interactive non-interactive . Interactive mode allows user query name servers information various hosts domains print list hosts domain . Non-interactive mode prints name requested information host domain .	nslookup
1143	Godoc extracts generates documentation Go programs . runs web server presents documentation web page . godoc -http=:6060	godoc
1144	git svn simple conduit changesets Subversion Git . provides bidirectional flow changes Subversion Git repository . git svn track standard Subversion repository , following common `` trunk/branches/tags '' layout , -- stdlayout option . also follow branches tags layout -T/-t/-b options ( see options init , also clone command ) . tracking Subversion repository ( methods ) , Git repository	git-svn
1145	dep tool managing dependencies Go projects Commands : init Initialize new project manifest lock files status Report status project 's dependencies ensure Ensure dependency safely vendored project prune Prune vendor tree unused packages version Show dep version information	dep
1146	Gox cross compiling build tool Go makes possible produce binaries foreign platforms without install Go targeted system . Several operating systems architectures supported , parallel building multiple cores possible . Gox supports several target operating systems architectures , supported current version Go compiler . Currently , choices ( -os ) : darwin ( Mac OS 10.7 ) , windows ,	gox
1147	curl tool transferring data server using URLs . supports protocols : DICT , FILE , FTP , FTPS , GOPHER , GOPHERS , HTTP , HTTPS , IMAP , IMAPS , LDAP , LDAPS , MQTT , POP3 , POP3S , RTMP , RTMPS , RTSP , SCP , SFTP , SMB , SMBS , SMTP , SMTPS , TELNET	curl
1148	Work seamlessly GitHub command line .	gh-issue
1149	Print check SHA384 ( 384-bit ) checksums . FILE , FILE - , read standard input . -b , -- binary read binary mode -c , -- check read checksums FILEs check -- tag create BSD-style checksum -t , -- text read text mode ( default ) -z , -- zero end output line NUL , newline , disable file	sha384sum
1150	command utility shall cause shell treat arguments simple command , suppressing shell function lookup described Section 2.9.1.1 , Command Search Execution , item 1b . command_name name one special built- utilities , special properties enumerated list beginning Section 2.14 , Special Built-In Utilities shall occur . every respect , command_name name function , effect command ( options ) shall omitting	command
1151	Read documentation Info format . Frequently-used options : -a , -- use matching manuals -k , -- apropos=STRING look STRING indices manuals -d , -- directory=DIR add DIR INFOPATH -f , -- file=MANUAL specify Info manual visit -h , -- help display help exit -- index-search=STRING go node pointed index entry STRING -n , -- node=NODENAME specify nodes first visited	info
1152	pg_ctl utility initializing PostgreSQL database cluster , starting , stopping , restarting PostgreSQL database server ( postgres ( 1 ) ) , displaying status running server . Although server started manually , pg_ctl encapsulates tasks redirecting log output properly detaching terminal process group . also provides convenient options controlled shutdown . init initdb mode creates new PostgreSQL database cluster ,	pg_ctl
1153	youtube-viewer - YouTube from command line. See: youtube-viewer --help youtube-viewer --tricks youtube-viewer --examples youtube-viewer --stdin-help	youtube-viewer
1154	Virt-sparsify tool make virtual machine disk ( disk image ) sparse a.k.a . thin-provisioned . means free space within disk image converted back free space host . Virt-sparsify locate sparsify free space filesystems ( eg . ext2/3/4 , btrfs , NTFS , etc . ) , also LVM physical volumes . Virt-sparsify also convert disk formats , example converting raw	virt-sparsify
1155	Lets replace author and/or committer identities commits tags . command goes existing commits tags local branches selectively modify identities present objects . information dates , messages , .. preserved . rewrite identities commits tags objects using -- flag , replace identities whose email matches value -- old-email option . also possible limit rewrite certain type identity : author committer identity	git-reauthor
1156	awk utility shall execute programs written awk programming language , specialized textual data manipulation . awk program sequence patterns corresponding actions . input read matches pattern , action associated pattern carried . Input shall interpreted sequence records . default , record line , less terminating & lt ; newline & gt ; , changed using RS built-in variable . record	awk
1157	Call touch given file add current index . Used one-step creating new files .	git-touch
1158	paging program displays , one windowful time , contents file terminal . pauses windowful prints window status line screen file name , current line number , percentage file far displayed . Unlike paging programs , capable displaying arbitrary number windows long window occupies least two screen lines . window may contain file different file . addition , window mode .	most
1159	dirsearch - An advanced command-line tool designed to brute force directories and files in webservers	dirsearch
1160	Used pull remote copy ansible managed node , set run via cron update playbook source via source repository . inverts default push architecture ansible pull architecture , near-limitless scaling potential . None CLI tools designed run concurrently , use external scheduler and/or locking ensure clashing operations . setup playbook tuned change cron frequency , logging locations , parameters ansible-pull .	ansible-pull
1161	Print user 's login name . -- help display help exit -- version output version information exit	logname
1162	digest functions output message digest supplied file files hexadecimal . digest functions also generate verify digital signatures using message digests . generic name , dgst , may used option specifying algorithm used . default digest sha256 . supported digest name may also used command name . see list supported algorithms , use list -- digest-commands command .	openssl-dgst
1163	Search PATTERN PDF FILE print matching lines . default , PATTERN extended regular expression . pdfgrep tries mostly compatible GNU grep PDF-specific distinctions additional options . notably , -n prints page instead line numbers .	pdfgrep
1164	Hydra parallelized login cracker supports numerous protocols attack . New modules easy add , beside , flexible fast . tool gives researchers security consultants possibility show easy would gain unauthorized access remote system . Currently tool supports : adam6500 afp asterisk cisco cisco-enable cvs firebird ftp ftps http [ ] - { head|get|post } http [ ] - { get|post	hydra
1165	mosquitto_passwd tool managing password files mosquitto MQTT broker . Usernames must contain `` : '' . Passwords stored similar format crypt ( 3 ) .	mosquitto_passwd
1166	Print values specified environment VARIABLE ( ) . VARIABLE specified , print name value pairs . -0 , -- null end output line NUL , newline -- help display help exit -- version output version information exit NOTE : shell may version printenv , usually supersedes version described . Please refer shell 's documentation details options supports .	printenv
1167	OpenVPN robust highly flexible VPN daemon . OpenVPN supports SSL/TLS security , ethernet bridging , TCP UDP tunnel transport proxies NAT , support dynamic IP addresses DHCP , scalability hundreds thousands users , portability major OS platforms . OpenVPN tightly bound OpenSSL library , derives much crypto capabilities . OpenVPN supports conventional encryption using pre-shared secret key ( Static Key	openvpn
1168	Displays changes repository selected set commits . includes visualizing commit graph , showing information related commit , files trees revision .	gitk
1169	jekyll 4.3.2 -- Jekyll blog-aware , static site generator Ruby Usage : jekyll & lt ; subcommand & gt ; [ options ]	jekyll
1170	rev utility copies specified files standard output , reversing order characters every line . files specified , standard input read . utility line-oriented tool uses in-memory allocated buffer whole wide-char line . input file huge without line breaks allocating memory file may unsuccessful .	rev
1171	Work seamlessly GitHub command line .	gh-issue-create
1172	Ping destination device interface ARP packets , using source address source . arping supports IPv4 addresses . IPv6 , see ndisc6 ( 8 ) .	arping
1173	Copy file , converting formatting according options . dcfldd initially developed Department Defense Computer Forensics Lab ( DCFL ) . tool based dd program following additional features : • Hashing on-the-fly : dcfldd hash input data transferred , helping ensure data integrity . • Status output : dcfldd update user progress terms amount data transferred much longer operation take .	dcfldd
1174	Synchronize accounts configured configuration file via IMAP . account two sides . One side must IMAP server . side either Maildir another IMAP server . Works Python 2 .	offlineimap
1175	Updates remote refs using local refs , sending objects necessary complete given refs . make interesting things happen repository every time push , setting hooks . See documentation git- receive-pack ( 1 ) . command line specify push & lt ; repository & gt ; argument , branch . * .remote configuration current branch consulted determine push . configuration missing	git-push
1176	Tooling Prometheus monitoring system .	promtool
1177	gopass - The standard Unix password manager	gopass
1178	clang C , C++ , Objective-C compiler encompasses preprocessing , parsing , optimization , code generation , assembly , linking . Depending high-level mode setting passed , Clang stop full link . Clang highly integrated , important understand stages compilation , understand invoke . stages : Driver clang executable actually small driver controls overall execution tools compiler , assembler linker	clang-cpp
1179	Never sit wait long-running process finish . Noti alert ’ done . receive messages computer phone .	noti
1180	mplayer movie player Linux ( runs many platforms CPU architectures , see documentation ) . plays MPEG/VOB , AVI , ASF/ WMA/WMV , RM , QT/MOV/MP4 , Ogg/OGM , MKV , VIVO , FLI , NuppelVideo , yuv4mpeg , FILM RoQ files , supported many native binary codecs . watch VCD , SVCD , DVD , Blu-ray , 3ivx ,	mplayer
1181	airmon-ng script used enable monitor mode wireless interfaces . may also used go back monitor mode managed mode . Entering airmon-ng command without parameters show interfaces status . list/kill programs interfere wireless card set right sources /etc/kismet/kismet.conf .	airmon-ng
1182	usage : ninja [ options ] [ targets ... ] targets unspecified , builds 'default ' target ( see manual ) . options : -- version print ninja version ( `` 1.11.1 '' ) -v , -- verbose show command lines building -- quiet n't show progress status , command output -C DIR change DIR anything else -f FILE specify	ninja
1183	write allows communicate users , copying lines terminal . run write command , user writing gets message form : Message yourname @ yourhost yourtty hh : mm ... lines enter copied specified user ’ terminal . user wants reply , must run write well . done , type end-of-file interrupt character . user see message EOF indicating conversation . prevent	write
1184	Write sorted concatenation FILE ( ) standard output . FILE , FILE - , read standard input . Mandatory arguments long options mandatory short options . Ordering options : -b , -- ignore-leading-blanks ignore leading blanks -d , -- dictionary-order consider blanks alphanumeric characters -f , -- ignore-case fold lower case upper case characters -g , -- general-numeric-sort compare according	sort
1185	qutebrowser keyboard-focused browser minimal GUI . ’ based Python Qt free software , licensed GPL . inspired browsers/addons like dwb Vimperator/Pentadactyl . Note commands settings qutebrowser described manpage , help integrated qutebrowser - use `` : help '' command show .	qutebrowser
1186	sftp file transfer program , similar ftp ( 1 ) , performs operations encrypted ssh ( 1 ) transport . may also use many features ssh , public key authentication compression . destination may specified either [ user @ ] host [ : path ] URI form sftp : // [ user @ ] host [ : port ] [	sftp
1187	Digitally sign , verify compare CLR assemblies using strongnames . use sn command create `` snk files '' using -k option described .	sn
1188	edgepaint takes input graph DOT format node position information ( pos attribute ) colors edges manner making easier tell apart .	edgepaint
1189	Incorporates changes remote repository current branch . current branch behind remote , default fast-forward current branch match remote . current branch remote diverged , user needs specify reconcile divergent branches -- rebase -- no-rebase ( corresponding configuration option pull.rebase ) . precisely , git pull runs git fetch given parameters depending configuration options command line flags , call either git	git-pull
1190	zpool command configures ZFS storage pools . storage pool collection devices provides physical storage data replication ZFS datasets . datasets within storage pool share space . See zfs ( 8 ) information managing datasets . overview creating managing ZFS storage pools see zpoolconcepts ( 7 ) manual page .	zpool
1191	llvm-dis command LLVM disassembler . takes LLVM bitcode file converts human-readable LLVM assembly language . filename omitted specified - , llvm-dis reads input standard input . input read standard input , llvm-dis send output standard output default . Otherwise , output written file named input file , .ll suffix added ( existing .bc suffix first removed ) . override choice	llvm-dis
1192	Podman ( Pod Manager ) fully featured container engine simple daemonless tool . Podman provides Docker-CLI comparable command line eases transition container engines allows management pods , containers images . Simply put : alias docker=podman . Podman commands run regular user , without requiring additional privileges . Podman uses Buildah ( 1 ) internally create container images . tools share	podman
1193	bootctl check EFI firmware boot loader status , list manage available boot loaders boot loader entries , install , update , remove systemd-boot ( 7 ) boot loader current system .	bootctl
1194	Completely remove files repository , including past commits tags . WARNING ! command rewrite history similar git rebase ( though affects ) . rewritten history different object names objects converge original branch . avoid using commits shared . mess stash , don´t stash run git obliterate .	git-obliterate
1195	Manage multiple working trees attached repository . git repository support multiple working trees , allowing check one branch time . git worktree add new working tree associated repository , along additional metadata differentiates working tree others repository . working tree , along metadata , called `` worktree '' . new worktree called `` linked worktree '' opposed `` main worktree	git-worktree
1196	fswatch command receives notifications contents specified files directories modified . fswatch implements six kind monitors : - monitor based File System Events API Apple OS X . - monitor based kqueue , event notification interface introduces FreeBSD 4.1 supported * BSD systems ( including OS X ) . - monitor based File Events Notification API Solaris kernel derivatives . -	fswatch
1197	w3m text based browser display local remote web pages well documents . able process HTML tables frames ignores JavaScript Cascading Style Sheets . w3m also serve pager text files named arguments passed standard input , general purpose directory browser . w3m organizes content buffers tabs , allowing easy navigation . w3m-img extension installed , w3m display inline graphics web pages	w3m
1198	batch read commands standard input specified file executed later time , using /bin/sh . executes commands specified time . atq lists user 's pending jobs , unless user superuser ; case , everybody 's jobs listed . format output lines ( one job ) : Job number , date , hour , queue , username . atrm deletes jobs ,	batch
1199	hugo main command , used build Hugo site . Hugo Fast Flexible Static Site Generator built love spf13 friends Go . Complete documentation available https : //gohugo.io/ .	hugo
1200	manual page documents briefly Eva IM client . manual page written Debian GNU/Linux distribution original program manual page . Eva awesome QQ compatible IM client . primarily written KDE , perfect keep touch friends yet seen light . Generic options : -- help Show help options -- help-qt Show Qt specific options -- help-kde Show KDE specific options -- help-all	eva
1201	Start the calibre Content server. The calibre Content server exposes your calibre libraries over the internet. You can specify the path to the library folders as arguments to calibre-server	calibre-server
1202	mosh ( mobile shell ) remote terminal application supports intermittent connectivity , allows roaming , provides speculative local echo line editing user keystrokes . Compared ssh , mosh robust — connections stay across sleeps changes client 's IP address — responsive , protocol tolerant packet loss client echo keystrokes immediately , without waiting network round-trip . mosh uses ssh establish	mosh
1203	Output user´s contributions project , based author name email . Returns multiple entries one match .	git-contrib
1204	chsh used change login shell . shell given command line , chsh prompts one . chsh supports non-local entries ( kerberos , LDAP , etc . ) linked libuser , otherwise use ypchsh ( 1 ) , lchsh ( 1 ) implementation non-local entries .	chsh
1205	virtualenvwrapper - a set of wrappers to assist with manage your python virtualenvs	virtualenvwrapper
1206	F3 ( Fight Flash Fraud Fight Fake Flash ) tests full capacity flash card ( flash drive , flash disk , pendrive ) . writes card checks read . assure n't sold card smaller capacity stated . writing flash drive , f3write fills filesystem 1GB files named N.h2w , N number ( i.e . / [ 0-9 ] +/ )	f3write
1207	Vim text editor upwards compatible Vi . used edit kinds plain text . especially useful editing programs . lot enhancements Vi : multi level undo , multi windows buffers , syntax highlighting , command line editing , filename completion , on-line help , visual selection , etc .. See `` : help vi_diff.txt '' summary differences Vim Vi . running	vim
1208	ShellCheck static analysis linting tool sh/bash scripts . 's mainly focused handling typical beginner intermediate level syntax errors pitfalls shell gives cryptic error message strange behavior , also reports advanced issues corner cases cause delayed failures . ShellCheck gives shell specific advice . Consider line : ( ( area = 3.14 * r * r ) ) • scripts starting	shellcheck
1209	Fetch branches and/or tags ( collectively , `` refs '' ) one repositories , along objects necessary complete histories . Remote-tracking branches updated ( see description & lt ; refspec & gt ; ways control behavior ) . default , tag points histories fetched also fetched ; effect fetch tags point branches interested . default behavior changed using -- tags	git-fetch
1210	man utility displays manual page entitled name . Pages may selected according specific category ( section ) machine architecture ( subsection ) . options follows : -a Display matching manual pages . -C file Use specified file instead default configuration file . permits users configure manual environment . See man.conf ( 5 ) description contents file . -c Copy manual	gcalcli
1211	batch read commands standard input specified file executed later time , using /bin/sh . executes commands specified time . atq lists user 's pending jobs , unless user superuser ; case , everybody 's jobs listed . format output lines ( one job ) : Job number , date , hour , queue , username . atrm deletes jobs ,	atrm
1212	manual page documents briefly uvicorn command . manual page written Debian distribution original program manual page . uvicorn program provides ASGI server implementation .	uvicorn
1213	Print NAME leading directory components removed . specified , also remove trailing SUFFIX . Mandatory arguments long options mandatory short options . -a , -- multiple support multiple arguments treat NAME -s , -- suffix=SUFFIX remove trailing SUFFIX ; implies -a -z , -- zero end output line NUL , newline -- help display help exit -- version output version	basename
1214	job control enabled ( see description set -m ) , fg utility shall move background job current environment ( see Section 2.12 , Shell Execution Environment ) foreground . Using fg place job foreground shall remove process ID list `` known current shell execution environment '' ; see Section 2.9.3.1 , Examples .	fg
1215	Enscript converts text files PostScript output languages . Enscript spool generated output directly specified printer leave file . input files given , enscript processes standard input stdin . Enscript extended handle different output media many options used customize printouts .	enscript
1216	Julia high-level , high-performance dynamic programming language technical computing , syntax familiar users technical computing environments . provides sophisticated compiler , distributed parallel execution , numerical accuracy , extensive mathematical function library . library , largely written Julia , also integrates mature , best-of-breed C Fortran libraries linear algebra , random number generation , signal processing , string processing .	julia
1217	Pdffonts lists fonts used Portable Document Format ( PDF ) file along various information font . PDF-file ´- ' , reads PDF file stdin . following information listed font : name font name , exactly given PDF file ( potentially including subset prefix ) type font type – see details encoding font encoding emb `` yes '' font embedded PDF	pdffonts
1218	java command starts Java application . starting Java runtime environment , loading specified class , calling class 's main method . method must declared public static , must return value , must accept String array parameter . method declaration following form : public static void main ( String args [ ] ) default , first argument without option name class	java
1219	OCaml bytecode compiler ocamlc ( 1 ) compiles OCaml source files bytecode object files links object files produce standalone bytecode executable files . executable files run bytecode interpreter ocamlrun ( 1 ) . ocamlc ( 1 ) command command-line interface similar one C compilers . accepts several types arguments processes sequentially , options processed : Arguments ending .mli taken source	ocamlc
1220	jarsigner tool two purposes : • sign Java Archive ( JAR ) files . • verify signatures integrity signed JAR files . JAR feature enables packaging class files , images , sounds , digital data single file faster easier distribution . tool named jar enables developers produce JAR files . ( Technically , zip file also considered JAR file ,	jarsigner
1221	prime command checks specified numbers prime . numbers given command line , -generate flag used generate primes according requirements specified rest flags .	openssl-prime
1222	Print newline , word , byte counts FILE , total line one FILE specified . word non-zero-length sequence printable characters delimited white space . FILE , FILE - , read standard input . options may used select counts printed , always following order : newline , word , character , byte , maximum line length . -c , -- bytes	wc
1223	groups command displays current group names ID values . value corresponding entry /etc/group , value displayed numerical group value . optional user parameter display groups named user .	groups
1224	mix intended organizing code projects maintenance . latter tool offers advanced features like dependency management , packaging , preparing documentation , testing . look SYNOPSIS section second way running mix offers . point tool none Elixir script , therefore invoked via elixir ( 1 ) way script . 's useful want run mix particular options .	mix
1225	jpegoptim used optimize/compress jpeg files . Program supports lossless optimization , based optimizing Huffman tables . called `` lossy '' optimization addition optimizing Huffman tables user specify upperlimit image quality . NOTE ! default jpegoptim modifies input files ( optimized ) , preserve original files use option -d specify alternate directory saving optimized files . normal files optimized ( symbolic	jpegoptim
1226	Shows commit logs . List commits reachable following parent links given commit ( ) , exclude commits reachable one ( ) given ^ front . output given reverse chronological order default . think set operation . Commits reachable commits given command line form set , commits reachable ones given ^ front subtracted set . remaining commits comes command ’ output	git-log
1227	ar utility part Software Development Utilities option . ar utility used create maintain groups files combined archive . archive created , new files added , existing files archive extracted , deleted , replaced . archive consists entirely valid object files , implementation shall format archive usable library link editing ( see c99 fort77 ) . archived files valid object files	ar
1228	dir services directory use runsvdir ( 8 ) . dir start slash , searched /etc/runit/runsvdir/ . dir must start dot . runsvchdir switches directory /etc/runit/runsvdir/ , copies current previous , replaces current symlink pointing dir . Normally /etc/service symlink current , runsvdir ( 8 ) running /etc/service/ .	runsvchdir
1229	Bash sh-compatible command language interpreter executes commands read standard input file . Bash also incorporates useful features Korn C shells ( ksh csh ) . Bash intended conformant implementation Shell Utilities portion IEEE POSIX specification ( IEEE Standard 1003.1 ) . Bash configured POSIX-conformant default .	bash
1230	_exit ( ) terminates calling process `` immediately '' . open file descriptors belonging process closed . children process inherited init ( 1 ) ( nearest `` subreaper '' process defined use prctl ( 2 ) PR_SET_CHILD_SUBREAPER operation ) . process 's parent sent SIGCHLD signal . value status & amp ; 0xFF returned parent process process 's exit status	exit
1231	Salt-key executes simple management Salt server public keys used authentication . initial connection , Salt minion sends public key Salt master . key must accepted using salt-key command Salt master . Salt minion keys one following states : • unaccepted : key waiting accepted . • accepted : key accepted minion communicate Salt master . • rejected : key rejected	salt-key
1232	Python interpreted , interactive , object-oriented programming language combines remarkable power clear syntax . introduction programming Python , see Python Tutorial . Python Library Reference documents built-in standard types , constants , functions modules . Finally , Python Reference Manual describes syntax semantics core language ( perhaps ) much detail . ( documents may located via INTERNET RESOURCES ; may	python3
1233	time utility shall invoke utility named utility operand arguments supplied argument operands write message standard error lists timing statistics utility . message shall include following information : * elapsed ( real ) time invocation utility termination . * User CPU time , equivalent sum tms_utime tms_cutime fields returned times ( ) function defined System Interfaces volume POSIX.1‐2017 process utility executed	time
1234	ncc program help hack/study source code C programs . report functions call functions , functions called functions global variables members structures used functions . useful want analyse program eventually hack .	ncc
1235	Validates gpg signature created git tag .	git-verify-tag
1236	popd server fast , RFC1939 compliant POP3 server . popd allows mail users multiple domains served one server virtual mode . also allows mail expired server ( users collect mail older specified time ) , falsification UIDL information removal old mail . popd currently supports following mail store schemas : 1 . message mailbox separate file mailbox directory . 2	popd
1237	Alacritty modern terminal emulator comes sensible defaults , allows extensive configuration . integrating applications , rather reimplementing functionality , manages provide flexible set features high performance .	alacritty
1238	7-Zip file archiver supporting 7z ( implements LZMA compression algorithm featuring high compression ratio ) , LZMA2 , XZ , ZIP , Zip64 , CAB , RAR ( non-free p7zip-rar package installed ) , ARJ , GZIP , BZIP2 , TAR , CPIO , RPM , ISO , filesystem images DEB formats . Compression ratio new 7z format 30-50 %	p7zip
1239	ed utility line-oriented text editor uses two modes : command mode input mode . command mode input characters shall interpreted commands , input mode shall interpreted text . See EXTENDED DESCRIPTION section . operand '- ' , results unspecified .	ed
1240	Minisign dead simple tool sign files verify signatures . portable , lightweight , uses highly secure Ed25519 http : //ed25519.cr.yp.to/ public-key signature system .	minisign
1241	iotop watches I/O usage information output Linux kernel ( requires 2.6.20 later ) displays table current I/O usage processes threads system . least CONFIG_TASK_DELAY_ACCT , CONFIG_TASK_IO_ACCOUNTING , CONFIG_TASKSTATS CONFIG_VM_EVENT_COUNTERS options need enabled Linux kernel build configuration . iotop displays columns I/O bandwidth read written process/thread sampling period . also displays percentage time thread/process spent swapping waiting I/O . process ,	iotop
1242	print path root directory git repo	git-root
1243	redshift adjusts color temperature screen according surroundings . may help eyes hurt less reduce risk delayed sleep phase syndrome working front screen night . color temperature set according position sun . different color temperature set night daytime . twilight early morning , color temperature transitions smoothly night daytime temperature allow eyes slowly adapt period hour . night color temperature set	redshift
1244	Select print rec data . -d , -- include-descriptors print record descriptors along matched records . -C , -- collapse section result records newlines . -S , -- sort=FIELD , ... sort output specified fields . -G , -- group-by=FIELD , ... group records specified fields . -U , -- uniq remove duplicated fields output records . -s , --	recsel
1245	input files specified , input read stdin . reading stdin , specify language using -l. -F used files specified command line , output filename PFX + `` / '' + filename + SFX . Unless , course , options -- replace -- no-backup used . reading stdin single file via '-f ' option , output dumped stdout , unless redirected	uncrustify
